Date,Count,Hour,Temp,Hum,Wind,Visb,Dew,Solar,Rain,Snow,Season,Holiday,Fday,Year,Month,Day,DayOfWeek,WeekStatus,DayName,Season_encoded,Holiday_encoded,Fday_encoded,WeekStatus_encoded,time_idx,group
2018-01-20,56.0,5,-0.3,62.0,0.6,862.0,-6.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1205,0
2018-01-20,50.0,6,-0.1,60.0,0.4,1080.0,-6.9,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1206,0
2018-01-20,101.0,7,0.2,60.0,0.3,1145.0,-6.6,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1207,0
2018-01-20,191.0,8,0.3,63.0,0.4,1140.0,-5.9,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1208,0
2018-01-20,234.0,9,0.9,63.0,0.9,1090.0,-5.3,0.07,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1209,0
2018-01-20,259.0,10,2.1,60.0,1.2,1005.0,-4.8,0.3,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1210,0
2018-01-20,285.0,11,3.7,59.0,1.8,978.0,-3.5,0.51,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1211,0
2018-01-20,325.0,12,5.3,55.0,2.6,904.0,-3.0,0.85,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1212,0
2018-01-20,356.0,13,6.3,55.0,3.0,792.0,-2.0,0.85,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1213,0
2018-01-20,334.0,14,5.9,61.0,3.2,623.0,-1.0,0.52,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1214,0
2018-01-20,406.0,15,6.3,55.0,3.0,355.0,-2.0,0.68,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1215,0
2018-01-20,352.0,16,6.6,42.0,3.0,355.0,-5.4,0.48,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1216,0
2018-01-20,377.0,17,5.7,53.0,1.8,276.0,-3.1,0.22,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1217,0
2018-01-20,283.0,18,4.6,55.0,3.2,232.0,-3.6,0.03,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1218,0
2018-01-20,223.0,19,3.5,66.0,1.7,187.0,-2.2,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1219,0
2018-01-20,219.0,20,2.9,66.0,1.2,173.0,-2.8,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1220,0
2018-01-20,220.0,21,2.1,48.0,2.8,346.0,-7.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1221,0
2018-01-20,232.0,22,1.5,48.0,2.4,422.0,-8.3,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1222,0
2018-01-20,164.0,23,0.8,53.0,1.7,382.0,-7.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,20,5,Weekend,Saturday,Winter,Workday,Func,Weekend,1223,0
2018-01-21,196.0,0,-0.3,60.0,1.9,340.0,-7.1,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1224,0
2018-01-21,177.0,1,-0.8,58.0,0.4,400.0,-8.0,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1225,0
2018-01-21,107.0,2,-1.5,63.0,1.0,380.0,-7.6,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1226,0
2018-01-21,107.0,3,-2.0,60.0,0.5,474.0,-8.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1227,0
2018-01-21,73.0,4,-2.3,47.0,0.7,984.0,-12.1,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1228,0
2018-01-21,32.0,5,-2.6,49.0,1.1,1065.0,-11.8,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1229,0
2018-01-21,36.0,6,-3.1,54.0,1.4,1037.0,-11.1,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1230,0
2018-01-21,61.0,7,-3.2,54.0,1.2,1113.0,-11.2,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1231,0
2018-01-21,115.0,8,-3.6,53.0,0.5,1227.0,-11.8,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1232,0
2018-01-21,152.0,9,-3.2,46.0,0.8,1091.0,-13.2,0.15,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1233,0
2018-01-21,189.0,10,-1.3,37.0,0.8,1070.0,-14.1,0.47,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1234,0
2018-01-21,216.0,11,1.9,25.0,1.0,1493.0,-16.1,0.78,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1235,0
2018-01-21,271.0,12,3.9,30.0,1.6,1085.0,-12.1,0.91,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1236,0
2018-01-21,343.0,13,4.9,22.0,2.0,1446.0,-15.0,1.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1237,0
2018-01-21,340.0,14,5.4,18.0,1.2,1923.0,-17.0,0.96,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1238,0
2018-01-21,389.0,15,5.4,20.0,2.2,1890.0,-15.8,0.8,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1239,0
2018-01-21,396.0,16,4.7,17.0,2.1,2000.0,-18.3,0.55,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1240,0
2018-01-21,383.0,17,3.8,20.0,1.3,2000.0,-17.1,0.24,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1241,0
2018-01-21,295.0,18,2.5,24.0,2.0,2000.0,-16.0,0.02,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1242,0
2018-01-21,223.0,19,1.3,25.0,1.3,2000.0,-16.6,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1243,0
2018-01-21,258.0,20,0.3,27.0,0.4,2000.0,-16.5,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1244,0
2018-01-21,237.0,21,-0.1,29.0,0.5,2000.0,-16.0,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1245,0
2018-01-21,207.0,22,-0.3,32.0,0.7,2000.0,-15.0,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1246,0
2018-01-21,170.0,23,-0.4,32.0,0.6,2000.0,-15.1,0.0,0.0,0.0,Winter,Workday,Func,2018,1,21,6,Weekend,Sunday,Winter,Workday,Func,Weekend,1247,0
2018-01-22,171.0,0,-0.2,30.0,0.4,2000.0,-15.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1248,0
2018-01-22,97.0,1,-0.2,32.0,0.7,2000.0,-14.9,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1249,0
2018-01-22,73.0,2,-0.2,33.0,1.4,2000.0,-14.5,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1250,0
2018-01-22,53.0,3,-0.3,31.0,0.3,2000.0,-15.4,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1251,0
2018-01-22,31.0,4,0.0,32.0,0.4,2000.0,-14.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1252,0
2018-01-22,60.0,5,0.0,32.0,0.7,2000.0,-14.7,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1253,0
2018-01-22,165.0,6,0.0,33.0,0.4,2000.0,-14.3,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1254,0
2018-01-22,316.0,7,-0.4,34.0,1.0,1989.0,-14.3,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1255,0
2018-01-22,683.0,8,-0.7,32.0,0.5,1991.0,-15.3,0.0,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1256,0
2018-01-22,365.0,9,0.1,33.0,0.8,1901.0,-14.3,0.06,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1257,0
2018-01-22,221.0,10,1.1,31.0,0.7,1898.0,-14.1,0.25,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1258,0
2018-01-22,277.0,11,2.4,27.0,0.9,1796.0,-14.7,0.47,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1259,0
2018-01-22,323.0,12,3.9,28.0,0.9,1383.0,-12.9,0.6,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1260,0
2018-01-22,281.0,13,3.9,33.0,0.6,1249.0,-10.9,0.19,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1261,0
2018-01-22,249.0,14,3.3,73.0,0.4,744.0,-1.0,0.11,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1262,0
2018-01-22,63.0,15,3.6,69.0,1.8,655.0,-1.5,0.17,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1263,0
2018-01-22,18.0,16,2.0,87.0,1.9,140.0,0.0,0.03,0.0,0.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1264,0
2018-01-22,43.0,17,1.3,93.0,1.2,81.0,0.2,0.03,0.0,0.2,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1265,0
2018-01-22,170.0,18,1.1,96.0,3.0,187.0,0.5,0.0,3.3,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1266,0
2018-01-22,167.0,19,-0.1,88.0,3.2,582.0,-1.8,0.0,0.0,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1267,0
2018-01-22,181.0,20,-0.8,85.0,2.9,836.0,-3.0,0.0,0.0,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1268,0
2018-01-22,187.0,21,-1.8,85.0,2.9,590.0,-3.9,0.0,0.0,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1269,0
2018-01-22,170.0,22,-3.2,81.0,3.9,492.0,-6.0,0.0,0.0,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1270,0
2018-01-22,139.0,23,-4.2,79.0,2.9,554.0,-7.3,0.0,0.0,1.0,Winter,Workday,Func,2018,1,22,0,Weekday,Monday,Winter,Workday,Func,Weekday,1271,0
2018-01-23,96.0,0,-5.3,77.0,3.8,894.0,-8.7,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1272,0
2018-01-23,120.0,1,-6.0,76.0,3.1,1178.0,-9.5,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1273,0
2018-01-23,75.0,2,-7.5,65.0,3.9,2000.0,-12.9,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1274,0
2018-01-23,55.0,3,-8.6,68.0,3.3,2000.0,-13.4,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1275,0
2018-01-23,45.0,4,-9.5,49.0,4.3,2000.0,-18.2,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1276,0
2018-01-23,44.0,5,-10.5,46.0,3.0,2000.0,-19.9,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1277,0
2018-01-23,84.0,6,-11.5,47.0,3.2,2000.0,-20.5,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1278,0
2018-01-23,211.0,7,-12.5,41.0,4.5,2000.0,-23.0,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1279,0
2018-01-23,423.0,8,-13.0,41.0,4.0,2000.0,-23.5,0.0,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1280,0
2018-01-23,228.0,9,-13.3,36.0,3.5,2000.0,-25.2,0.19,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1281,0
2018-01-23,132.0,10,-12.1,34.0,3.5,1968.0,-24.8,0.62,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1282,0
2018-01-23,184.0,11,-11.7,27.0,4.0,1935.0,-26.9,0.94,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1283,0
2018-01-23,180.0,12,-11.3,27.0,3.7,1955.0,-26.6,1.18,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1284,0
2018-01-23,189.0,13,-11.0,27.0,4.0,1959.0,-26.3,1.26,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1285,0
2018-01-23,169.0,14,-10.4,30.0,4.3,2000.0,-24.6,1.22,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1286,0
2018-01-23,181.0,15,-9.7,32.0,3.6,2000.0,-23.3,1.04,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1287,0
2018-01-23,181.0,16,-10.1,34.0,4.3,2000.0,-23.0,0.74,0.0,1.0,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1288,0
2018-01-23,239.0,17,-10.6,38.0,3.5,2000.0,-22.2,0.38,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1289,0
2018-01-23,351.0,18,-11.5,43.0,2.4,2000.0,-21.6,0.05,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1290,0
2018-01-23,248.0,19,-12.0,47.0,3.2,2000.0,-21.0,0.0,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1291,0
2018-01-23,178.0,20,-12.5,52.0,3.0,2000.0,-20.3,0.0,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1292,0
2018-01-23,145.0,21,-13.2,49.0,4.1,2000.0,-21.6,0.0,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1293,0
2018-01-23,117.0,22,-13.9,45.0,4.0,2000.0,-23.2,0.0,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1294,0
2018-01-23,106.0,23,-14.3,38.0,4.0,2000.0,-25.5,0.0,0.0,0.9,Winter,Workday,Func,2018,1,23,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,1295,0
2018-01-24,90.0,0,-14.6,34.0,3.9,2000.0,-27.0,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1296,0
2018-01-24,89.0,1,-15.0,31.0,2.5,2000.0,-28.3,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1297,0
2018-01-24,50.0,2,-15.2,32.0,3.1,2000.0,-28.2,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1298,0
2018-01-24,32.0,3,-15.2,30.0,3.4,2000.0,-28.9,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1299,0
2018-01-24,24.0,4,-15.4,30.0,2.5,2000.0,-29.1,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1300,0
2018-01-24,34.0,5,-15.6,29.0,3.7,2000.0,-29.6,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1301,0
2018-01-24,71.0,6,-15.7,29.0,2.5,2000.0,-29.7,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1302,0
2018-01-24,164.0,7,-15.9,30.0,3.0,2000.0,-29.5,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1303,0
2018-01-24,364.0,8,-16.2,30.0,1.6,2000.0,-29.8,0.0,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1304,0
2018-01-24,192.0,9,-15.8,27.0,3.4,2000.0,-30.5,0.2,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1305,0
2018-01-24,90.0,10,-14.5,24.0,4.6,1902.0,-30.6,0.61,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1306,0
2018-01-24,124.0,11,-13.1,25.0,3.8,1964.0,-29.0,0.96,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1307,0
2018-01-24,121.0,12,-12.2,26.0,4.0,2000.0,-27.8,1.17,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1308,0
2018-01-24,140.0,13,-12.0,25.0,6.0,1887.0,-28.0,1.27,0.0,0.9,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1309,0
2018-01-24,125.0,14,-11.1,26.0,3.8,1980.0,-26.8,1.25,0.0,0.8,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1310,0
2018-01-24,149.0,15,-10.8,29.0,3.8,2000.0,-25.4,1.06,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1311,0
2018-01-24,124.0,16,-11.2,30.0,4.7,2000.0,-25.3,0.77,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1312,0
2018-01-24,203.0,17,-11.8,26.0,3.5,2000.0,-27.4,0.39,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1313,0
2018-01-24,297.0,18,-13.0,29.0,3.4,2000.0,-27.3,0.05,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1314,0
2018-01-24,211.0,19,-13.8,32.0,2.2,2000.0,-26.9,0.0,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1315,0
2018-01-24,125.0,20,-14.3,37.0,1.3,2000.0,-25.8,0.0,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1316,0
2018-01-24,132.0,21,-14.7,40.0,3.2,1933.0,-25.3,0.0,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1317,0
2018-01-24,121.0,22,-15.2,45.0,4.0,2000.0,-24.4,0.0,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1318,0
2018-01-24,82.0,23,-15.7,43.0,3.6,2000.0,-25.4,0.0,0.0,0.7,Winter,Workday,Func,2018,1,24,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,1319,0
2018-01-25,78.0,0,-15.9,43.0,3.8,2000.0,-25.6,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1320,0
2018-01-25,68.0,1,-16.1,42.0,2.2,2000.0,-26.0,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1321,0
2018-01-25,60.0,2,-16.0,42.0,1.3,2000.0,-25.9,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1322,0
2018-01-25,32.0,3,-16.0,40.0,1.9,2000.0,-26.5,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1323,0
2018-01-25,22.0,4,-15.9,37.0,2.4,1985.0,-27.2,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1324,0
2018-01-25,34.0,5,-15.8,37.0,2.7,2000.0,-27.1,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1325,0
2018-01-25,71.0,6,-16.1,33.0,3.0,2000.0,-28.7,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1326,0
2018-01-25,165.0,7,-16.2,33.0,2.2,2000.0,-28.7,0.0,0.0,0.7,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1327,0
2018-01-25,349.0,8,-16.4,32.0,3.3,2000.0,-29.2,0.01,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1328,0
2018-01-25,187.0,9,-16.2,33.0,2.9,2000.0,-28.7,0.19,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1329,0
2018-01-25,105.0,10,-15.3,33.0,2.4,2000.0,-27.9,0.56,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1330,0
2018-01-25,122.0,11,-13.8,25.0,3.5,1996.0,-29.6,0.91,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1331,0
2018-01-25,142.0,12,-12.8,25.0,3.2,1981.0,-28.7,1.16,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1332,0
2018-01-25,130.0,13,-11.4,27.0,3.9,2000.0,-26.7,1.26,0.0,0.6,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1333,0
2018-01-25,160.0,14,-10.4,25.0,2.3,1981.0,-26.7,1.21,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1334,0
2018-01-25,130.0,15,-9.7,28.0,3.7,2000.0,-24.8,1.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1335,0
2018-01-25,152.0,16,-9.6,31.0,2.6,1973.0,-23.6,0.66,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1336,0
2018-01-25,170.0,17,-10.9,32.0,4.0,2000.0,-24.4,0.28,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1337,0
2018-01-25,288.0,18,-11.8,33.0,4.0,2000.0,-24.8,0.04,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1338,0
2018-01-25,178.0,19,-12.7,33.0,3.7,2000.0,-25.6,0.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1339,0
2018-01-25,141.0,20,-13.5,33.0,2.4,2000.0,-26.3,0.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1340,0
2018-01-25,137.0,21,-14.1,35.0,2.2,2000.0,-26.2,0.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1341,0
2018-01-25,113.0,22,-14.6,35.0,2.5,2000.0,-26.7,0.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1342,0
2018-01-25,79.0,23,-14.9,35.0,2.8,2000.0,-26.9,0.0,0.0,0.5,Winter,Workday,Func,2018,1,25,3,Weekday,Thursday,Winter,Workday,Func,Weekday,1343,0
2018-01-26,68.0,0,-15.1,34.0,1.7,2000.0,-27.4,0.0,0.0,0.5,Winter,Workday,Func,2018,1,26,4,Weekday,Friday,Winter,Workday,Func,Weekday,1344,0
